ID,filial,cidade,tipo_cliente,tipo,preço,quantidade,data,horário,pagamento,custo,rendimento,avaliação
594-34-4444,Assaí,Taguatinga,Normal,Tecnologia,97.16,1.00,3/8/2019,20.38,Pix,97.16,4.86,7.20
595-11-5460,Assaí,Taguatinga,Normal,Saúde e Beleza,96.58,2.00,3/15/2019,10.12,Crédito,193.16,9.66,5.10
595-27-4851,Assaí,Taguatinga,Normal,Acessórios,54.28,7.00,1/27/2019,18.05,Pix,379.96,19.00,9.30
595-86-2894,Carrefour,Sobradinho,Membro,Acessórios,96.98,4.00,2/6/2019,17.2,Pix,387.92,19.40,9.40
595-94-9924,Assaí,Taguatinga,Membro,Saúde e Beleza,27.73,5.00,3/26/2019,20.21,Crédito,138.65,6.93,4.20
596-42-3999,Big Box,Ceilândia,Normal,Alimentos e Bedidas,18.22,7.00,3/10/2019,14.04,Crédito,127.54,6.38,6.60
597-78-7908,Carrefour,Sobradinho,Normal,Acessórios,90.22,3.00,2/18/2019,19.39,Dinheiro,270.66,13.53,6.20
598-06-7312,Big Box,Ceilândia,Membro,Acessórios,91.35,1.00,2/16/2019,15.42,Dinheiro,91.35,4.57,6.80
598-47-9715,Carrefour,Sobradinho,Normal,Tecnologia,84.07,4.00,3/7/2019,16.54,Pix,336.28,16.81,4.40
600-38-9738,Carrefour,Sobradinho,Membro,Esportes,71.92,5.00,1/17/2019,15.05,Crédito,359.60,17.98,4.30
602-16-6955,Big Box,Ceilândia,Normal,Esportes,76.60,10.00,1/24/2019,18.1,Pix,766.00,38.30,6.00
602-80-9671,Carrefour,Sobradinho,Membro,Utensílios paraCasa,15.95,6.00,2/9/2019,17.15,Crédito,95.70,4.79,5.10
603-07-0961,Carrefour,Sobradinho,Membro,Tecnologia,74.79,5.00,1/10/2019,11.34,Dinheiro,373.95,18.70,4.90
604-70-6476,Assaí,Taguatinga,Membro,Acessórios,17.94,5.00,1/23/2019,14.04,Pix,89.70,4.49,6.80
605-03-2706,Assaí,Taguatinga,Normal,Saúde e Beleza,15.80,3.00,3/25/2019,18.02,Dinheiro,47.40,2.37,9.50
605-72-4132,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,94.47,8.00,2/27/2019,15.12,Dinheiro,755.76,37.79,9.10
605-83-1050,Big Box,Ceilândia,Normal,Acessórios,27.18,2.00,3/15/2019,16.26,Pix,54.36,2.72,4.30
606-80-4905,Carrefour,Sobradinho,Membro,Esportes,19.15,6.00,1/29/2019,10.01,Crédito,114.90,5.75,6.80
607-65-2441,Carrefour,Sobradinho,Membro,Saúde e Beleza,81.95,10.00,3/10/2019,12.39,Crédito,819.50,40.98,6.00
607-76-6216,Carrefour,Sobradinho,Membro,Acessórios,92.49,5.00,3/2/2019,16.35,Crédito,462.45,23.12,8.60
608-04-3797,Big Box,Ceilândia,Membro,Saúde e Beleza,25.32,8.00,3/5/2019,20.24,Pix,202.56,10.13,8.70
608-05-3804,Big Box,Ceilândia,Membro,Tecnologia,39.75,1.00,2/25/2019,20.19,Dinheiro,39.75,1.99,6.10
608-27-6295,Big Box,Ceilândia,Membro,Tecnologia,52.89,6.00,1/19/2019,17.34,Crédito,317.34,15.87,9.80
608-96-3517,Big Box,Ceilândia,Membro,Acessórios,91.54,4.00,3/23/2019,19.2,Crédito,366.16,18.31,4.80
609-81-8548,Assaí,Taguatinga,Membro,Utensílios paraCasa,37.44,6.00,2/6/2019,13.55,Crédito,224.64,11.23,5.90
610-46-4100,Assaí,Taguatinga,Normal,Saúde e Beleza,28.95,7.00,3/3/2019,20.31,Crédito,202.65,10.13,6.00
612-36-5536,Assaí,Taguatinga,Membro,Alimentos e Bedidas,80.96,8.00,2/17/2019,11.12,Crédito,647.68,32.38,7.40
613-59-9758,Carrefour,Sobradinho,Normal,Esportes,14.36,10.00,1/27/2019,14.28,Dinheiro,143.60,7.18,5.40
616-24-2851,Big Box,Ceilândia,Membro,Acessórios,17.87,4.00,3/22/2019,14.42,Pix,71.48,3.57,6.50
616-87-0016,Big Box,Ceilândia,Normal,Acessórios,95.54,7.00,3/9/2019,14.36,Crédito,668.78,33.44,9.60
617-15-4209,Carrefour,Sobradinho,Membro,Saúde e Beleza,15.37,2.00,3/16/2019,19.47,Dinheiro,30.74,1.54,7.20
618-34-8551,Assaí,Taguatinga,Normal,Esportes,93.18,2.00,1/16/2019,18.41,Crédito,186.36,9.32,8.50
620-02-2046,Carrefour,Sobradinho,Normal,Utensílios paraCasa,69.40,2.00,1/27/2019,19.48,Pix,138.80,6.94,9.00
622-20-1945,Carrefour,Sobradinho,Normal,Saúde e Beleza,39.42,1.00,1/18/2019,15.08,Dinheiro,39.42,1.97,8.40
624-01-8356,Big Box,Ceilândia,Normal,Utensílios paraCasa,49.01,10.00,1/27/2019,10.44,Crédito,490.10,24.51,4.20
626-43-7888,Carrefour,Sobradinho,Normal,Acessórios,60.41,8.00,2/7/2019,12.23,Pix,483.28,24.16,9.60
627-95-3243,Big Box,Ceilândia,Membro,Utensílios paraCasa,77.68,9.00,2/4/2019,13.21,Pix,699.12,34.96,9.80
628-34-3388,Carrefour,Sobradinho,Normal,Acessórios,27.38,6.00,1/5/2019,20.54,Crédito,164.28,8.21,7.90
628-90-8624,Big Box,Ceilândia,Membro,Saúde e Beleza,82.58,10.00,3/14/2019,14.41,Dinheiro,825.80,41.29,5.00
629-42-4133,Carrefour,Sobradinho,Normal,Saúde e Beleza,21.80,8.00,2/19/2019,19.24,Dinheiro,174.40,8.72,8.30
630-74-5166,Assaí,Taguatinga,Normal,Esportes,62.13,6.00,3/22/2019,20.19,Dinheiro,372.78,18.64,7.40
631-34-1880,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,24.31,3.00,1/8/2019,19.09,Crédito,72.93,3.65,4.30
631-41-3108,Assaí,Taguatinga,Normal,Utensílios paraCasa,46.33,7.00,3/3/2019,13.23,Crédito,324.31,16.22,7.40
632-32-4574,Big Box,Ceilândia,Normal,Esportes,75.92,8.00,3/20/2019,14.14,Dinheiro,607.36,30.37,5.50
632-90-0281,Carrefour,Sobradinho,Normal,Acessórios,37.55,10.00,3/8/2019,20.01,Crédito,375.50,18.78,9.30
633-09-3463,Carrefour,Sobradinho,Normal,Tecnologia,47.65,3.00,3/28/2019,12.58,Crédito,142.95,7.15,9.50
633-44-8566,Assaí,Taguatinga,Membro,Alimentos e Bedidas,49.38,7.00,3/27/2019,20.35,Crédito,345.66,17.28,7.30
633-91-1052,Assaí,Taguatinga,Normal,Utensílios paraCasa,12.03,2.00,1/27/2019,15.51,Dinheiro,24.06,1.20,5.10
634-97-8956,Assaí,Taguatinga,Normal,Alimentos e Bedidas,32.90,3.00,2/17/2019,17.27,Crédito,98.70,4.94,9.10
635-28-5728,Assaí,Taguatinga,Normal,Saúde e Beleza,56.00,3.00,2/28/2019,19.33,Pix,168.00,8.40,4.80
635-40-6220,Assaí,Taguatinga,Normal,Saúde e Beleza,89.60,8.00,2/7/2019,11.28,Pix,716.80,35.84,6.60
636-17-0325,Big Box,Ceilândia,Normal,Saúde e Beleza,62.57,4.00,2/25/2019,18.37,Dinheiro,250.28,12.51,9.50
636-48-8204,Assaí,Taguatinga,Normal,Tecnologia,34.56,5.00,2/17/2019,11.15,Pix,172.80,8.64,9.90
636-98-3364,Big Box,Ceilândia,Membro,Tecnologia,26.26,3.00,3/2/2019,12.36,Pix,78.78,3.94,6.30
638-60-7125,Assaí,Taguatinga,Normal,Tecnologia,99.56,8.00,2/14/2019,17.03,Crédito,796.48,39.82,5.20
639-76-1242,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,40.52,5.00,2/3/2019,15.19,Dinheiro,202.60,10.13,4.50
640-48-5028,Big Box,Ceilândia,Membro,Utensílios paraCasa,88.39,9.00,3/2/2019,12.4,Dinheiro,795.51,39.78,6.30
640-49-2076,Big Box,Ceilândia,Normal,Esportes,83.78,8.00,1/10/2019,14.49,Dinheiro,670.24,33.51,5.10
641-43-2399,Big Box,Ceilândia,Normal,Utensílios paraCasa,25.55,4.00,1/26/2019,20.23,Pix,102.20,5.11,5.70
641-51-2661,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,87.10,10.00,2/12/2019,14.45,Crédito,871.00,43.55,9.90
641-62-7288,Big Box,Ceilândia,Normal,Utensílios paraCasa,99.92,6.00,3/24/2019,13.33,Pix,599.52,29.98,7.10
641-96-3695,Carrefour,Sobradinho,Membro,Acessórios,43.46,6.00,2/7/2019,17.55,Pix,260.76,13.04,8.50
642-30-6693,Big Box,Ceilândia,Normal,Esportes,54.51,6.00,3/17/2019,13.54,Pix,327.06,16.35,7.80
642-32-2990,Assaí,Taguatinga,Normal,Alimentos e Bedidas,10.96,10.00,2/2/2019,20.48,Pix,109.60,5.48,6.00
642-61-4706,Big Box,Ceilândia,Membro,Alimentos e Bedidas,93.40,2.00,3/30/2019,16.34,Dinheiro,186.80,9.34,5.50
643-38-7867,Assaí,Taguatinga,Normal,Utensílios paraCasa,97.94,1.00,3/7/2019,11.44,Pix,97.94,4.90,6.90
645-44-1170,Assaí,Taguatinga,Membro,Utensílios paraCasa,58.07,9.00,1/19/2019,20.07,Pix,522.63,26.13,4.30
645-78-8093,Assaí,Taguatinga,Normal,Esportes,93.14,2.00,1/20/2019,18.09,Pix,186.28,9.31,4.10
647-50-1224,Assaí,Taguatinga,Normal,Acessórios,29.42,10.00,1/12/2019,16.23,Pix,294.20,14.71,8.90
648-83-1321,Assaí,Taguatinga,Membro,Utensílios paraCasa,63.56,10.00,1/16/2019,17.59,Dinheiro,635.60,31.78,4.30
648-94-3045,Carrefour,Sobradinho,Normal,Saúde e Beleza,58.95,10.00,2/7/2019,14.27,Pix,589.50,29.48,8.10
649-11-3678,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,22.93,9.00,2/26/2019,20.26,Dinheiro,206.37,10.32,5.50
649-29-6775,Big Box,Ceilândia,Normal,Acessórios,33.52,1.00,2/8/2019,15.31,Dinheiro,33.52,1.68,6.70
650-98-6268,Big Box,Ceilândia,Membro,Alimentos e Bedidas,20.87,3.00,3/20/2019,13.53,Crédito,62.61,3.13,8.00
651-61-0874,Carrefour,Sobradinho,Normal,Utensílios paraCasa,46.22,4.00,3/12/2019,20.04,Crédito,184.88,9.24,6.20
651-88-7328,Assaí,Taguatinga,Normal,Acessórios,65.74,9.00,1/1/2019,13.55,Dinheiro,591.66,29.58,7.70
651-96-5970,Assaí,Taguatinga,Normal,Acessórios,46.41,1.00,3/3/2019,20.06,Crédito,46.41,2.32,4.00
652-43-6591,Assaí,Taguatinga,Normal,Acessórios,97.29,8.00,3/9/2019,13.18,Crédito,778.32,38.92,6.20
652-49-6720,Carrefour,Sobradinho,Membro,Tecnologia,60.95,1.00,2/18/2019,11.4,Pix,60.95,03.05,5.90
655-07-2265,Assaí,Taguatinga,Normal,Tecnologia,78.31,3.00,3/5/2019,16.38,Pix,234.93,11.75,5.40
655-85-5130,Big Box,Ceilândia,Membro,Acessórios,38.30,4.00,3/13/2019,19.22,Dinheiro,153.20,7.66,5.70
656-16-1063,Big Box,Ceilândia,Normal,Esportes,46.42,3.00,1/4/2019,13.24,Crédito,139.26,6.96,4.40
656-95-9349,Assaí,Taguatinga,Membro,Saúde e Beleza,68.93,7.00,3/11/2019,11.03,Crédito,482.51,24.13,4.60
658-66-3967,Carrefour,Sobradinho,Normal,Saúde e Beleza,53.19,7.00,1/14/2019,15.42,Pix,372.33,18.62,5.00
659-36-1684,Carrefour,Sobradinho,Membro,Esportes,57.12,7.00,1/12/2019,12.02,Crédito,399.84,19.99,6.50
659-65-8956,Big Box,Ceilândia,Membro,Acessórios,51.36,1.00,1/16/2019,15.26,Pix,51.36,2.57,5.20
660-29-7083,Carrefour,Sobradinho,Normal,Tecnologia,55.87,10.00,1/15/2019,15.01,Dinheiro,558.70,27.94,5.80
662-47-5456,Carrefour,Sobradinho,Membro,Acessórios,35.19,10.00,3/17/2019,19.06,Crédito,351.90,17.60,8.40
662-72-2873,Assaí,Taguatinga,Normal,Alimentos e Bedidas,40.94,5.00,1/6/2019,13.58,Pix,204.70,10.24,9.90
663-86-9076,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,68.54,8.00,1/8/2019,15.57,Pix,548.32,27.42,8.50
664-14-2882,Carrefour,Sobradinho,Membro,Utensílios paraCasa,10.53,5.00,1/30/2019,14.43,Crédito,52.65,2.63,5.80
665-32-9167,Assaí,Taguatinga,Membro,Saúde e Beleza,36.26,2.00,1/10/2019,17.15,Crédito,72.52,3.63,7.20
665-63-9737,Big Box,Ceilândia,Normal,Acessórios,52.42,3.00,2/27/2019,17.36,Pix,157.26,7.86,7.50
667-23-5919,Assaí,Taguatinga,Membro,Acessórios,96.70,5.00,1/14/2019,12.52,Pix,483.50,24.18,7.00
667-92-0055,Assaí,Taguatinga,Membro,Saúde e Beleza,99.83,6.00,3/4/2019,15.02,Pix,598.98,29.95,8.50
668-90-8900,Assaí,Taguatinga,Normal,Utensílios paraCasa,93.69,7.00,3/10/2019,18.44,Crédito,655.83,32.79,4.50
669-54-1719,Big Box,Ceilândia,Membro,Tecnologia,18.93,6.00,2/10/2019,12.45,Crédito,113.58,5.68,8.10
670-71-7306,Big Box,Ceilândia,Normal,Esportes,44.63,6.00,1/2/2019,20.08,Crédito,267.78,13.39,5.10
670-79-6321,Big Box,Ceilândia,Membro,Utensílios paraCasa,94.59,7.00,1/17/2019,15.27,Crédito,662.13,33.11,4.90
672-51-8681,Carrefour,Sobradinho,Membro,Tecnologia,66.65,9.00,1/4/2019,18.19,Crédito,599.85,29.99,9.70
674-15-9296,Assaí,Taguatinga,Normal,Esportes,37.14,5.00,1/8/2019,13.05,Pix,185.70,9.29,5.00
674-56-6360,Assaí,Taguatinga,Normal,Tecnologia,95.15,1.00,3/22/2019,14,Dinheiro,95.15,4.76,6.00
676-10-2200,Big Box,Ceilândia,Membro,Acessórios,53.78,1.00,2/3/2019,20.13,Pix,53.78,2.69,4.70
676-39-6028,Assaí,Taguatinga,Membro,Tecnologia,64.44,5.00,3/30/2019,17.04,Dinheiro,322.20,16.11,6.60
677-11-0152,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,93.26,9.00,1/16/2019,18.08,Dinheiro,839.34,41.97,8.80
678-79-0726,Carrefour,Sobradinho,Membro,Esportes,90.63,9.00,1/18/2019,15.28,Dinheiro,815.67,40.78,5.10
679-22-6530,Big Box,Ceilândia,Normal,Esportes,40.62,2.00,1/17/2019,10.01,Crédito,81.24,04.06,4.10
685-64-1609,Assaí,Taguatinga,Membro,Acessórios,30.14,10.00,2/10/2019,12.28,Pix,301.40,15.07,9.20
686-41-0932,Big Box,Ceilândia,Normal,Acessórios,34.70,2.00,3/13/2019,19.48,Pix,69.40,3.47,8.20
687-15-1097,Carrefour,Sobradinho,Membro,Saúde e Beleza,21.12,2.00,1/3/2019,19.17,Dinheiro,42.24,2.11,9.70
687-47-8271,Assaí,Taguatinga,Normal,Acessórios,98.98,10.00,2/8/2019,16.2,Crédito,989.80,49.49,8.70
689-05-1884,Assaí,Taguatinga,Membro,Saúde e Beleza,48.63,10.00,3/4/2019,12.44,Dinheiro,486.30,24.32,8.80
689-16-9784,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,46.77,6.00,3/11/2019,13.37,Dinheiro,280.62,14.03,6.00
690-01-6631,Big Box,Ceilândia,Normal,Acessórios,17.49,10.00,2/22/2019,18.35,Pix,174.90,8.75,6.60
692-27-8933,Big Box,Ceilândia,Normal,Esportes,57.95,6.00,2/24/2019,13.02,Dinheiro,347.70,17.39,5.20
692-92-5582,Big Box,Ceilândia,Membro,Alimentos e Bedidas,54.84,3.00,2/20/2019,13.27,Crédito,164.52,8.23,5.90
695-09-5146,Big Box,Ceilândia,Membro,Alimentos e Bedidas,98.79,3.00,2/23/2019,20,Pix,296.37,14.82,6.40
695-28-6250,Assaí,Taguatinga,Normal,Esportes,43.06,5.00,2/4/2019,16.38,Pix,215.30,10.77,7.70
695-51-0018,Big Box,Ceilândia,Normal,Esportes,34.84,4.00,2/10/2019,18.36,Dinheiro,139.36,6.97,7.40
696-90-2548,Assaí,Taguatinga,Normal,Esportes,25.84,3.00,3/10/2019,18.55,Pix,77.52,3.88,6.60
698-98-5964,Assaí,Taguatinga,Normal,Alimentos e Bedidas,81.21,10.00,1/17/2019,13.01,Crédito,812.10,40.61,6.30
699-01-4164,Carrefour,Sobradinho,Normal,Saúde e Beleza,41.50,4.00,3/12/2019,19.58,Crédito,166.00,8.30,8.20
699-14-3026,Carrefour,Sobradinho,Normal,Tecnologia,85.39,7.00,3/25/2019,18.3,Pix,597.73,29.89,4.10
699-88-1972,Big Box,Ceilândia,Normal,Saúde e Beleza,99.16,8.00,1/28/2019,17.47,Crédito,793.28,39.66,4.20
700-81-1757,Assaí,Taguatinga,Normal,Tecnologia,26.31,5.00,1/18/2019,20.59,Crédito,131.55,6.58,8.80
701-23-5550,Big Box,Ceilândia,Membro,Utensílios paraCasa,38.81,4.00,3/19/2019,13.4,Pix,155.24,7.76,4.90
701-69-8742,Big Box,Ceilândia,Normal,Esportes,34.37,10.00,3/16/2019,10.11,Pix,343.70,17.19,6.70
702-72-0487,Assaí,Taguatinga,Normal,Tecnologia,46.61,2.00,2/26/2019,12.28,Crédito,93.22,4.66,6.60
702-83-5291,Carrefour,Sobradinho,Membro,Acessórios,99.82,9.00,3/27/2019,10.43,Dinheiro,898.38,44.92,6.60
704-10-4056,Carrefour,Sobradinho,Membro,Saúde e Beleza,60.47,3.00,1/14/2019,10.55,Crédito,181.41,09.07,5.60
704-11-6354,Assaí,Taguatinga,Membro,Utensílios paraCasa,58.90,8.00,1/6/2019,11.23,Dinheiro,471.20,23.56,8.90
704-20-4138,Carrefour,Sobradinho,Membro,Saúde e Beleza,29.67,7.00,3/11/2019,18.58,Crédito,207.69,10.38,8.10
704-48-3927,Assaí,Taguatinga,Membro,Tecnologia,88.67,10.00,1/12/2019,14.5,Pix,886.70,44.34,7.30
706-36-6154,Assaí,Taguatinga,Membro,Utensílios paraCasa,19.36,9.00,1/18/2019,18.43,Pix,174.24,8.71,8.70
707-32-7409,Big Box,Ceilândia,Membro,Esportes,95.54,4.00,2/26/2019,11.58,Pix,382.16,19.11,4.50
709-58-4068,Big Box,Ceilândia,Normal,Acessórios,41.09,10.00,2/28/2019,14.42,Dinheiro,410.90,20.55,7.30
710-46-4433,Big Box,Ceilândia,Membro,Alimentos e Bedidas,77.40,9.00,2/15/2019,14.15,Crédito,696.60,34.83,4.50
711-31-1234,Big Box,Ceilândia,Normal,Tecnologia,95.64,4.00,3/16/2019,18.51,Dinheiro,382.56,19.13,7.90
712-39-0363,Assaí,Taguatinga,Membro,Alimentos e Bedidas,41.66,6.00,1/2/2019,15.24,Pix,249.96,12.50,5.60
714-02-3114,Carrefour,Sobradinho,Normal,Esportes,98.80,2.00,2/21/2019,11.39,Dinheiro,197.60,9.88,7.70
715-20-1673,Big Box,Ceilândia,Normal,Tecnologia,28.38,5.00,3/6/2019,20.57,Dinheiro,141.90,7.10,9.40
716-39-1409,Big Box,Ceilândia,Normal,Saúde e Beleza,30.35,7.00,3/19/2019,18.19,Dinheiro,212.45,10.62,8.00
717-96-4189,Carrefour,Sobradinho,Normal,Tecnologia,35.49,6.00,2/2/2019,12.4,Dinheiro,212.94,10.65,4.10
718-57-9773,Carrefour,Sobradinho,Normal,Esportes,49.33,10.00,2/3/2019,16.4,Crédito,493.30,24.67,9.40
719-76-3868,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,94.26,4.00,3/12/2019,16.3,Dinheiro,377.04,18.85,8.60
719-89-8991,Assaí,Taguatinga,Membro,Esportes,91.41,5.00,2/25/2019,16.03,Pix,457.05,22.85,7.10
720-72-2436,Assaí,Taguatinga,Normal,Alimentos e Bedidas,66.52,4.00,3/2/2019,18.14,Pix,266.08,13.30,6.90
721-86-6247,Assaí,Taguatinga,Normal,Utensílios paraCasa,63.42,8.00,3/11/2019,12.55,Pix,507.36,25.37,7.40
722-13-2115,Carrefour,Sobradinho,Membro,Esportes,42.85,1.00,3/14/2019,15.36,Crédito,42.85,2.14,9.30
725-32-9708,Big Box,Ceilândia,Membro,Acessórios,68.71,4.00,1/4/2019,19.01,Dinheiro,274.84,13.74,4.10
725-54-0677,Carrefour,Sobradinho,Membro,Saúde e Beleza,85.60,7.00,3/2/2019,13.5,Dinheiro,599.20,29.96,5.30
725-56-0833,Assaí,Taguatinga,Normal,Saúde e Beleza,32.32,10.00,2/20/2019,16.49,Crédito,323.20,16.16,10.00
725-67-2480,Big Box,Ceilândia,Membro,Acessórios,58.75,6.00,3/24/2019,18.14,Crédito,352.50,17.63,5.90
725-96-3778,Carrefour,Sobradinho,Membro,Utensílios paraCasa,89.25,8.00,1/20/2019,10.13,Dinheiro,714.00,35.70,4.70
726-27-2396,Assaí,Taguatinga,Normal,Saúde e Beleza,77.50,5.00,1/24/2019,20.36,Pix,387.50,19.38,4.30
726-29-6793,Assaí,Taguatinga,Membro,Tecnologia,24.18,8.00,1/28/2019,20.54,Pix,193.44,9.67,9.80
727-02-1313,Assaí,Taguatinga,Membro,Alimentos e Bedidas,31.84,1.00,2/9/2019,13.22,Dinheiro,31.84,1.59,7.70
727-17-0390,Assaí,Taguatinga,Normal,Alimentos e Bedidas,63.61,5.00,3/16/2019,12.43,Pix,318.05,15.90,4.80
727-46-3608,Big Box,Ceilândia,Membro,Alimentos e Bedidas,20.01,9.00,2/6/2019,15.47,Pix,180.09,9.00,4.10
727-75-6477,Carrefour,Sobradinho,Normal,Tecnologia,28.84,4.00,3/29/2019,14.44,Dinheiro,115.36,5.77,6.40
728-47-9078,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,59.59,4.00,1/19/2019,12.46,Dinheiro,238.36,11.92,9.80
728-88-7867,Carrefour,Sobradinho,Membro,Utensílios paraCasa,75.53,4.00,3/19/2019,15.52,Pix,302.12,15.11,8.30
729-06-2010,Big Box,Ceilândia,Membro,Saúde e Beleza,80.47,9.00,1/6/2019,11.18,Dinheiro,724.23,36.21,9.20
729-09-9681,Assaí,Taguatinga,Membro,Utensílios paraCasa,25.91,6.00,2/5/2019,10.16,Pix,155.46,7.77,8.70
729-46-7422,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,35.89,1.00,2/23/2019,16.52,Crédito,35.89,1.79,7.90
730-50-9884,Carrefour,Sobradinho,Normal,Esportes,83.06,7.00,3/5/2019,14.31,Pix,581.42,29.07,4.00
730-61-8757,Big Box,Ceilândia,Membro,Saúde e Beleza,51.13,4.00,1/25/2019,10.11,Crédito,204.52,10.23,4.00
730-70-9830,Carrefour,Sobradinho,Normal,Utensílios paraCasa,70.11,6.00,3/14/2019,17.54,Pix,420.66,21.03,5.20
731-14-2199,Assaí,Taguatinga,Membro,Utensílios paraCasa,35.54,10.00,1/4/2019,13.34,Pix,355.40,17.77,7.00
731-59-7531,Big Box,Ceilândia,Membro,Saúde e Beleza,72.57,8.00,3/30/2019,17.58,Dinheiro,580.56,29.03,4.60
731-81-9469,Carrefour,Sobradinho,Membro,Esportes,89.80,10.00,1/23/2019,13,Crédito,898.00,44.90,5.40
732-04-5373,Big Box,Ceilândia,Membro,Utensílios paraCasa,46.47,4.00,2/8/2019,10.53,Dinheiro,185.88,9.29,7.00
732-67-5346,Assaí,Taguatinga,Normal,Alimentos e Bedidas,13.79,5.00,1/11/2019,19.07,Crédito,68.95,3.45,7.80
732-94-0499,Carrefour,Sobradinho,Normal,Tecnologia,41.65,10.00,1/13/2019,17.04,Crédito,416.50,20.83,5.40
733-01-9107,Big Box,Ceilândia,Normal,Utensílios paraCasa,82.70,6.00,3/5/2019,18.14,Dinheiro,496.20,24.81,7.40
733-29-1227,Carrefour,Sobradinho,Normal,Utensílios paraCasa,55.61,7.00,3/23/2019,12.41,Dinheiro,389.27,19.46,8.50
733-33-4967,Carrefour,Sobradinho,Normal,Tecnologia,20.85,8.00,3/3/2019,19.17,Dinheiro,166.80,8.34,6.30
734-91-1155,Big Box,Ceilândia,Normal,Tecnologia,45.71,3.00,3/26/2019,10.34,Crédito,137.13,6.86,7.70
735-06-4124,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,48.61,1.00,2/25/2019,15.31,Dinheiro,48.61,2.43,4.40
735-32-9839,Carrefour,Sobradinho,Membro,Acessórios,98.70,8.00,1/31/2019,10.36,Pix,789.60,39.48,8.50
737-88-5876,Assaí,Taguatinga,Membro,Utensílios paraCasa,23.29,4.00,3/19/2019,11.52,Crédito,93.16,4.66,5.90
740-11-5257,Carrefour,Sobradinho,Normal,Tecnologia,24.74,10.00,2/24/2019,16.44,Dinheiro,247.40,12.37,7.10
740-22-2500,Carrefour,Sobradinho,Normal,Tecnologia,84.05,3.00,1/23/2019,13.29,Dinheiro,252.15,12.61,9.80
741-73-3559,Big Box,Ceilândia,Normal,Esportes,67.27,5.00,2/27/2019,17.27,Dinheiro,336.35,16.82,6.90
742-04-5161,Assaí,Taguatinga,Membro,Utensílios paraCasa,72.78,10.00,2/3/2019,17.24,Dinheiro,727.80,36.39,7.30
743-04-1105,Big Box,Ceilândia,Membro,Saúde e Beleza,97.22,9.00,3/30/2019,14.43,Pix,874.98,43.75,6.00
743-88-1662,Carrefour,Sobradinho,Normal,Esportes,95.49,7.00,2/22/2019,18.17,Pix,668.43,33.42,8.70
744-02-5987,Assaí,Taguatinga,Membro,Utensílios paraCasa,78.38,6.00,1/10/2019,14.16,Pix,470.28,23.51,5.80
744-09-5786,Big Box,Ceilândia,Normal,Tecnologia,22.01,6.00,1/2/2019,18.5,Dinheiro,132.06,6.60,7.60
744-16-7898,Big Box,Ceilândia,Normal,Utensílios paraCasa,97.37,10.00,1/15/2019,13.48,Crédito,973.70,48.69,4.90
744-82-9138,Carrefour,Sobradinho,Normal,Acessórios,86.13,2.00,2/7/2019,17.59,Dinheiro,172.26,8.61,8.20
745-71-3520,Assaí,Taguatinga,Membro,Tecnologia,25.22,7.00,2/4/2019,10.23,Dinheiro,176.54,8.83,8.20
745-74-0715,Assaí,Taguatinga,Normal,Tecnologia,58.03,2.00,3/10/2019,20.46,Pix,116.06,5.80,8.80
746-04-1077,Big Box,Ceilândia,Membro,Alimentos e Bedidas,84.63,10.00,1/1/2019,11.36,Crédito,846.30,42.32,9.00
746-19-0921,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,21.58,1.00,2/9/2019,10.02,Pix,21.58,01.08,7.20
746-54-5508,Assaí,Taguatinga,Normal,Utensílios paraCasa,21.52,6.00,1/17/2019,12.48,Crédito,129.12,6.46,9.40
746-68-6593,Carrefour,Sobradinho,Membro,Esportes,87.16,2.00,1/11/2019,14.29,Crédito,174.32,8.72,9.70
746-94-0204,Assaí,Taguatinga,Normal,Acessórios,83.24,9.00,1/29/2019,11.56,Crédito,749.16,37.46,7.40
747-58-7183,Big Box,Ceilândia,Normal,Acessórios,57.27,3.00,2/9/2019,20.31,Pix,171.81,8.59,6.50
748-45-2862,Assaí,Taguatinga,Membro,Utensílios paraCasa,28.31,4.00,3/7/2019,18.35,Dinheiro,113.24,5.66,8.20
749-24-1565,Assaí,Taguatinga,Normal,Saúde e Beleza,23.03,9.00,1/3/2019,12.02,Pix,207.27,10.36,7.90
749-81-8133,Assaí,Taguatinga,Normal,Acessórios,94.67,4.00,3/11/2019,12.04,Dinheiro,378.68,18.93,6.80
750-57-9686,Carrefour,Sobradinho,Normal,Utensílios paraCasa,45.38,4.00,1/8/2019,13.48,Crédito,181.52,09.08,8.70
750-67-8428,Assaí,Taguatinga,Membro,Saúde e Beleza,74.69,7.00,1/5/2019,13.08,Pix,522.83,26.14,9.10
